stateName,stateCode,district,name,officeName,officeAddress,phone,fax
Lousiana,LA,6,Garret Graves,"Washington, D.C. Office","204 Cannon House Office Building, Washington, DC 20515",2022253901,2022257313
Lousiana,LA,6,Garret Graves,Baton Rouge Office,"2351 Energy Drive, Suite 1200, Baton Rouge, LA 70808",2254421731,2254421736
Lousiana,LA,6,Garret Graves,Livingston Office,"29261 Frost Rd., 2nd Floor, Livingston, LA 70754",2256864413,2254421736
Lousiana,LA,6,Garret Graves,Thibodaux Office,"908 East 1st Street, NSU Campus, Candies Hall, Suite 405 , Thibodaux, LA 70301 ",9854484103,2254421736
Maine,ME,1,Chellie Pingree,"Washington, D.C. Office","2162 Rayburn HOB, Washington, DC 20515",2022256116,2022255590
Maine,ME,1,Chellie Pingree,Portland Office,"2 Portland Fish Pier, Suite 304, Portland, ME 04101",2077745019,2078710720
Maine,ME,1,Chellie Pingree,Waterville Office,"1 Silver Street, Waterville, ME 04901",2078735713,2078735717
Maine,ME,2,Bruce Poliquin,"Washington, D.C. Office","426 Cannon House Office Building, Washington, DC 20515",2022256306,2022252943
Maine,ME,2,Bruce Poliquin,Bangor Office,"6 State Street, Suite 101, Bangor, ME 04401",2079420583,2079427101
Maine,ME,2,Bruce Poliquin,Lewiston Office,"179 Lisbon Street, Lewiston, ME 04240",2077840768,2077845672
Maine,ME,2,Bruce Poliquin,Presque Isle Office,"631 Main Street, Suite 2, Presque Isle, ME 04769",2077641968,2077642822
Maryland,MD,1,Andy Harris,"Washington, D.C. Office","1533 Longworth HOB, Washington, DC 20515",2022255311,2022250254
Maryland,MD,1,Andy Harris,Bel Air Office,"15 East Churchville Road Suite 102B, Bel Air, MD 21014",4105885670,4105885673
Maryland,MD,1,Andy Harris,Kent Island Office,"100 Olde Point Village Suite 101, Chester, MD 21619",4106435425,4106435429
Maryland,MD,1,Andy Harris,Salisbury Office,"100 East Main Street, Suite 702, Salisbury, MD 21801",4439448624,4439448625
Maryland,MD,2,C. A. Dutch Ruppersberger,"Washington, D.C. Office","The Atrium, 375 West Padonia Road, Suite 200, Timonium, MD 21093",4106282701,4106282708
Maryland,MD,2,C. A. Dutch Ruppersberger,Timonium Office,"2416 Rayburn House Office Building, Washington, DC 20515-2002",2022253061,2022253094
Maryland,MD,3,John P. Sarbanes,"Washington, D.C. Office","2444 Rayburn HOB, Washington, DC 20515",2022254016,2022259219
Maryland,MD,3,John P. Sarbanes,Annapolis Office,"Arundel Center, 44 Calvert Street, Suite 349, Annapolis, MD 21401",4102951679,4102951682
Maryland,MD,3,John P. Sarbanes,Burtonsville Office,"Marilyn J. Praisner Community Recreation Center, 14906 Old Columbia Pike, Burtonsville, MD 20866",3014214078,
Maryland,MD,3,John P. Sarbanes,Towson Office,"600 Baltimore Avenue, Suite 303, Towson, MD 21204",4108328890,4108328898
Maryland,MD,4,Anthony Brown,"Washington, DC Office","1505 Longworth House Office Building, Washington, DC 20515",2022258699,
Maryland,MD,4,Anthony Brown,Anne Arundel Office,"Coming Soon, TBD, TBD",,
Maryland,MD,4,Anthony Brown,Prince George's Office,"9701 Apollo Dr, Ste 103, Upper Marlboro, MD 20774",,
Maryland,MD,5,Steny H. Hoyer,"Washington, D.C. Office","1705 Longworth House Office Building, Washington, D.C. 20515",2022254131,2022254300
Maryland,MD,5,Steny H. Hoyer,Greenbelt Office,"6500 Cherrywood Lane, Suite 310, Greenbelt, MD 20770",3014740119,3014744697
Maryland,MD,5,Steny H. Hoyer,Waldorf Office,"401 Post Office Road, Ste. 202, Waldorf, MD 20602",3018431577,3018431331
Maryland,MD,6,John Delaney,"Washington, D.C. Office","1632 Longworth House Office Building, Washington, DC 20515",2022252721,2022252193
Maryland,MD,6,John Delaney,Gaithersburg Office,"9801 Washingtonian Boulevard, Suite 330, Gaithersburg, MD 20878",3019260300,3019260324
Maryland,MD,6,John Delaney,Hagerstown Office,"38 South Potomac Street, Suite 205, Hagerstown, MD 21740",3017332900,
Maryland,MD,7,Elijah E. Cummings,"Washington, D.C. Office","2230 Rayburn HOB, Washington, DC 20515",2022254741,2022253178
Maryland,MD,7,Elijah E. Cummings,Baltimore Office,"1010 Park Avenue, Suite 105, Baltimore, MD 21201",4106859199,4106859399
Maryland,MD,7,Elijah E. Cummings,Catonsville Office,"754 Frederick Road, Catonsville, MD 21228",4107198777,4104550110
Maryland,MD,7,Elijah E. Cummings,Ellicott City Office,"8267 Main Street, Room 102, Ellicott, MD 21043",4104658259,4104658740
Maryland,MD,8,Jamie Raskin,"Washington, DC Office","431 Cannon House Office Building, Washington, DC 20515",2022255341,
Maryland,MD,8,Jamie Raskin,Rockville Office,"51 Monroe St, Suite 507 (Temporary), Rockville, MD 20850",,
Massachusetts,MA,1,Richard E. Neal,"Washington, D.C. Office","341 Cannon House Office Building, Washington, DC 20515",2022255601,2022258112
Massachusetts,MA,1,Richard E. Neal,Pittsfield Office,"78 Center St., Pittsfield, MA 01201",4134420946,4134432792
Massachusetts,MA,1,Richard E. Neal,Springfield Office,"300 State Street, Suite 200, Springfield, MA 01105",4137850325,4137470604
Massachusetts,MA,2,Jim McGovern,"Washington, D.C. Office","438 Cannon HOB, Washington, DC 20515",2022256101,2022255759
Massachusetts,MA,2,Jim McGovern,Leominster Office,"24 Church Street, Room 29, Leominster, MA 01453",9784663552,9784663973
Massachusetts,MA,2,Jim McGovern,Northampton Office,"94 Pleasant Street, Northampton, MA 01060",4133418700,4135841216
Massachusetts,MA,2,Jim McGovern,Worcester Office,"12 East Worcester Street, Suite 1, Worcester, MA 01604",5088317356,5087540982
Massachusetts,MA,3,Niki Tsongas,"Washington, D.C. Office","1714 Longworth HOB, Washington, DC 20515",2022253411,2022260771
Massachusetts,MA,3,Niki Tsongas,Lowell Office,"126 John Street, Suite 12, Lowell, MA 01852",9784590101,9784591907
Massachusetts,MA,3,Niki Tsongas,Haverhill Office,"Haverhill Citizens Center, 10 Welcome St, Room 4, Haverhill, MA 01830",9784590101,
Massachusetts,MA,3,Niki Tsongas,Marlborough Office,"Frank D. Walker Building, 255 Main St, Room 106, Marlborough, MA 01752",9784590101,
Massachusetts,MA,3,Niki Tsongas,Lawrence Office,"15 Union Street, Suite 401, Lawrence, MA 01840",9784590101,
Massachusetts,MA,3,Niki Tsongas,Fitchburg Office,"Fitchburg State University, Center for Professional Studies Office, 150 Main Street, Fitchburg, MA 01420",9784590101,
Massachusetts,MA,4,Joseph Kennedy III,"Washington, D.C. Office","306 Cannon House Office Building, Washington, DC 20515",2022255931,2022250182
Massachusetts,MA,4,Joseph Kennedy III,Attleboro Office,"8 North Main St.,, Suite 200, Attleboro, MA 02703",5084311110,5084311101
Massachusetts,MA,4,Joseph Kennedy III,Newton Office,"29 Crafts Street, Suite 375, Newton, MA 02458",6173323333,6173323308
Massachusetts,MA,5,Katherine Clark,"Washington, D.C. Office","1721 Longworth HOB, Washington, DC 20515",2022252836,
Massachusetts,MA,5,Katherine Clark,Cambridge Office,"701 Concord Avenue, Suite 101, Cambridge, MA 02138",6173540292,
Massachusetts,MA,5,Katherine Clark,Metrowest Regional Office,"116 Concord Street, Suite 1, Framingham, MA 01702",5083199757,
Massachusetts,MA,6,Seth Moulton,"Washington, D.C. Office","1408 Longworth, House Office Building, Washington, DC 20515",2022258020,2022255915
Massachusetts,MA,6,Seth Moulton,Salem Office,"21 Front Street, Salem, MA 01970",9785311669,9782242270
Massachusetts,MA,7,Michael E. Capuano,"Washington, D.C. Office","1414 Longworth House Office Building, Washington, DC 20515",2022255111,2022259322
Massachusetts,MA,7,Michael E. Capuano,Cambridge Office,"110 First Street, Cambridge, MA 02141",6176216208,6176218628
Massachusetts,MA,8,Stephen Lynch,"Washington, D.C. Office","2369 Rayburn HOB, Washington, DC 20515",2022258273,2022253984
Massachusetts,MA,8,Stephen Lynch,Boston Office,"One Harbor Street, Suite 304, Boston, MA 02210",6174282000,6174282011
Massachusetts,MA,8,Stephen Lynch,Brockton Office,"155 West Elm Street, Suite 200, Brockton, MA 02301",5085865555,5085804692
Massachusetts,MA,8,Stephen Lynch,Quincy Office,"1245 Hancock Street, Suite 16, Quincy, MA 02169",6176576305,6177730955
Massachusetts,MA,9,Bill Keating,"Washington, D.C. Office","315 Cannon HOB, Washington, DC 20515",2022253111,2022255658
Massachusetts,MA,9,Bill Keating,Hyannis Office,"297 North St., Suite 312, Hyannis, MA 02601",5087710666,5087901959
Massachusetts,MA,9,Bill Keating,New Bedford Office,"558 Pleasant St., Suite 309, New Bedford, MA 02740",5089996462,5089996468
Massachusetts,MA,9,Bill Keating,Plymouth Office,"2 Court St., Plymouth, MA 02360",5087469000,5087320072
Michigan,MI,1,Jack Bergman,"Washington, DC Office","414 Cannon HOB, Washington, DC 20515",2022254735,
Michigan,MI,1,Jack Bergman,District Office,"1396 Douglas Drive, Suite 22B, Traverse City, MI 49696",2317144785,
Michigan,MI,2,Bill Huizenga,"Washington, D.C. Office","1217 Longworth HOB, Washington, D.C. 20515",2022254401,2022260779
Michigan,MI,2,Bill Huizenga,Grand Haven Office,"1 South Harbor Ave. Suite 6B, Grand Haven, MI 49417",6164145516,6165700934
Michigan,MI,2,Bill Huizenga,Grandville Office,"4555 Wilson Ave. SW Suite 3, Grandville, MI 49418",6165700917,6165700917
Michigan,MI,3,Justin Amash,"Washington, D.C. Office","114 Cannon HOB, Washington, DC 20515",2022253831,2022255144
Michigan,MI,3,Justin Amash,Battle Creek Office,"70 W Michigan Ave, Suite 212, Battle Creek, MI 49017",2692053823,
Michigan,MI,3,Justin Amash,Grand Rapids Office,"110 Michigan St NW, Suite 460, Grand Rapids, MI 49503",6164518383,6164545630
Michigan,MI,4,John Moolenaar,"Washington, D.C. Office","117 Cannon House Office Building, Washington, DC 20515",2022253561,2022259679
Michigan,MI,4,John Moolenaar,Cadillac Office,"201 North Mitchell Street, Suite 301, Cadillac, MI 49601",2319425070,2318769505
Michigan,MI,4,John Moolenaar,Midland Office,"200 East Main Street, Suite 230, Midland, MI 48640",9896312552,9896316271
Michigan,MI,5,Dan Kildee,"Washington, D.C. Office","227 Cannon House Office Building, Washington, DC 20515",2022253611,
Michigan,MI,5,Dan Kildee,Flint Office,"111 East Court St. #3B, Flint, MI 48502",8102388627,
Michigan,MI,6,Fred Upton,"Washington, D.C. Office","2183 Rayburn House Office Bldg, Washington, D.C. 20515",2022253761,2022254986
Michigan,MI,6,Fred Upton,Kalamazoo Office,"350 E. Michigan Ave, Kalamazoo, MI 49007",2693850039,2693852888
Michigan,MI,6,Fred Upton,St. Joseph/Benton Harbor Office,"720 Main Street, St. Joseph, MI 49085",2699821986,2699820237
Michigan,MI,7,Tim Walberg,"Washington, D.C. Office","2436 Rayburn HOB, Washington, DC 20515",2022256276,2022256276
Michigan,MI,7,Tim Walberg,Jackson Office,"110 1st Street, Suite 2, Jackson, MI 49201",5177809075,5177809081
Michigan,MI,8,Mike Bishop,"Washington, D.C. Office","428 Cannon House Office Building, Washington, DC 20515",2022254872,2022255820
Michigan,MI,8,Mike Bishop,Brighton Office,"711 E. Grand River Avenue, Suite A, Brighton, MI 48116",8102278600,8102278628
Michigan,MI,9,Sandy Levin,"Washington, D.C. Office","1236 Longworth HOB, Washington, DC 20515",8888103880,2022261033
Michigan,MI,9,Sandy Levin,Roseville Office,"27085 Gratiot Ave, Roseville, MI 48066",5864987122,5864987123
Michigan,MI,10,Paul Mitchell,"Washington, DC Office","211 Cannon House Office Building, Washington, DC 20515",2022252106,2022261169
Michigan,MI,10,Paul Mitchell,Shelby Township Office,"48701 Van Dyke Avenue, Shelby Township, MI 48317",5869975010,
Michigan,MI,11,Dave Trott,"Washington, D.C. Office","1722 Longworth House Office Building, Washington, DC 20515",2022258171,2022252667
Michigan,MI,11,Dave Trott,Troy Office,"625 East Big Beaver Road, Suite 204, Troy, MI 48083",2485280711,2485280714
Michigan,MI,12,Debbie Dingell,"Washington, D.C. Office","116 Cannon House Office Building, Washington, DC 20515",2022254071,2022260371
Michigan,MI,12,Debbie Dingell,Dearborn Office,"19855 West Outer Drive, Suite 103-E, Dearborn, MI 48124",3132782936,
Michigan,MI,12,Debbie Dingell,Ypsilanti Office,"301 West Michigan Avenue, Suite 400, Ypsilanti, MI 48197",7344811100,
Michigan,MI,13,"John Conyers, Jr.","Washington, D.C. Office","2426 Rayburn HOB, Washington, DC 20515",2022255126,2022250072
Michigan,MI,13,"John Conyers, Jr.",Detroit Office,"669 Federal Bldg., 231 W. Lafayette, Detroit, MI 48226",3139615670,3132262085
Michigan,MI,13,"John Conyers, Jr.",Westland Office,"33300 Warren Rd., Suite 13, Westland, MI 48185",7346754084,7346754218
Michigan,MI,14,Brenda Lawrence,"Washington, D.C. Office","1237 Longworth House Office Building, Washington, DC 20515",2022255802,2022255802
Michigan,MI,14,Brenda Lawrence,Detroit Office,"5555 Conner Avenue, Suite 3015, Detroit, MI 48213",3134236183,3134991633
Michigan,MI,14,Brenda Lawrence,Southfield Office,"26700 Lahser Road, Suite 330, Southfield, MI 48033",2483562052,2483564532
Minnesota,MN,1,Timothy J. Walz,"Washington, D.C. Office","1034 Longworth House Office Building, Washington, DC 20515",2022252472,
Minnesota,MN,1,Timothy J. Walz,Mankato Office,"527 Â½ South Front Street, Mankato, MN 56001",5073882149,
Minnesota,MN,1,Timothy J. Walz,Rochester Office,"1202 Â½ 7th Street NW, Suite 211, Rochester, MN 55901",5073882149,
Minnesota,MN,2,Jason Lewis,"Washington, DC Office","418 Cannon HOB, Washington, DC 20515",2022252271,
Minnesota,MN,2,Jason Lewis,Burnsville Office,"2805 Cliff Road, Ste 200, Burnsville, MN 55337",8882164934,
Minnesota,MN,3,Erik Paulsen,"Washington, D.C. Office","127 Cannon Hob, Washington, D.C. 20515 Office",2022252871,2022256351
Minnesota,MN,3,Erik Paulsen,Eden Prairie Office,"250 Prairie Center Drive, Suite 230, Eden Prairie, MN 55344",9524058510,9524058514
Minnesota,MN,4,Betty McCollum,"Washington, D.C. Office","2256 Rayburn House Office Building, Washington, DC 20515",2022256631,2022251968
Minnesota,MN,4,Betty McCollum,St. Paul Office,"165 Western Avenue North, Suite #17, St. Paul, Minnesota 55102",6512249191,6512243056
Minnesota,MN,5,Keith Ellison,"Washington, D.C. Office","2263 Rayburn Building, Washington, DC 20515",2022254755,
Minnesota,MN,5,Keith Ellison,Minneapolis Office,"2100 Plymouth Avenue N, Minneapolis, MN 55411",6125221212,
Minnesota,MN,6,Tom Emmer,"Washington, D.C. Office","503 Cannon House Office Building, Washington, DC 20515",2022252331,2022256475
Minnesota,MN,6,Tom Emmer,Otsego Office,"9201 Quaday Ave. NE, Suite 206, Otsego, MN 55330",7632416848,7632417955
Minnesota,MN,7,Collin C. Peterson,"Washington, D.C. Office","2204 Rayburn HOB, Washington, DC 20515",2022252165,2022251593
Minnesota,MN,7,Collin C. Peterson,Detroit Lakes Office,"714 Lake Avenue Suite 101, Detroit Lakes , MN 56501",2188475056,2188475109
Minnesota,MN,7,Collin C. Peterson,Marshall Office,"1420 East College Drive SW/WC, Marshall, MN 56258",5075372299,5075372298
Minnesota,MN,7,Collin C. Peterson,Montevideo Office,"100 N. First Street, Montevideo, MN 56265",3202351061,
Minnesota,MN,7,Collin C. Peterson,Redwood Falls Office,"230 East 3rd Street, Redwood Falls, MN 56283",5076372270,
Minnesota,MN,7,Collin C. Peterson,Willmar Office,"324 3rd Street, SW, Suite 4, Willmar, MN 56201",3202351061,3202352651
Minnesota,MN,8,Rick Nolan,"Washington, D.C. Office","2366 Rayburn House Office Building, Washington, DC 20515",2022256211,2022250699
Minnesota,MN,8,Rick Nolan,Brainerd Office,"501 Laurel Street, Brainerd, MN 56401",2184544078,2184544096
Minnesota,MN,8,Rick Nolan,Center City Office,"313 North Main Street Room 103, Center City, MN 55012",2184913131,
Minnesota,MN,8,Rick Nolan,Chisholm Office,"316 West Lake Street, Room #7, Chisholm, MN 55719",2184913114,
Minnesota,MN,8,Rick Nolan,Duluth Office,"11 E. Superior Street #125, Duluth, MN 55802",2184645095,2184645098
Mississippi,MS,1,Trent Kelly,"Washington, D.C. Office","1427 Longworth H.O.B., Washington, DC 20515",2022254306,2022253549
Mississippi,MS,1,Trent Kelly,Columbus Office,"318 North 7th Street, Suite D, Columbus, MS 39701",6623270748,6623270748
Mississippi,MS,1,Trent Kelly,Eupora Office,"855 South Dunn Street, Eupora, MS 39744",6622587240,6622587240
Mississippi,MS,1,Trent Kelly,Farmington Office,"4135 County Road 200, Corinth, MS 38844",6626871525,6628418845
Mississippi,MS,1,Trent Kelly,Hernando Office,"2565 Caffey Street, #200, P.O. Box 218, Hernando, MS 38632",6624493090,6624494836
Mississippi,MS,1,Trent Kelly,Tupelo Office,"431 West Main Street, Tupelo, MS 38804",6628418808,6628418845
Mississippi,MS,2,Bennie G. Thompson,"Washington, D.C. Office","2466 Rayburn HOB, Washington, D.C. 20515",2022255876,2022255898
Mississippi,MS,2,Bennie G. Thompson,Bolton Office,"107 West Madison Street, Bolton, MS 39041",6018669003,6018669036
Mississippi,MS,2,Bennie G. Thompson,Greenville Office,"910 Courthouse Lane, Greenville, MS 38701",6623359003,6623341304
Mississippi,MS,2,Bennie G. Thompson,Greenwood Office,"728 Main Street, Suite A, Greenwood, MS 38930 ",6624559003,6624530118
Mississippi,MS,2,Bennie G. Thompson,Jackson Office,"3607 Medgar Evers Blvd, Jackson, MS 39213",6019469003,6019825337
Mississippi,MS,2,Bennie G. Thompson,Marks Office,"P.O. Box 356, 263 East Main Street, Marks, MS 38646",6623269003,
Mississippi,MS,2,Bennie G. Thompson,Mound Bayou Office,"PO BOX 679, 106 Green Avenue, Suite 106, Mound Bayou, MS 38762",6627419003,6627419002
Mississippi,MS,3,Gregg Harper,"Washington, D.C. Office","307 Cannon HOB, Washington, DC 20515",2022255031,2022255797
Mississippi,MS,3,Gregg Harper,Brookhaven Office,"230 South Whitworth St., Brookhaven, MS 39601",6018233400,6018235512
Mississippi,MS,3,Gregg Harper,Meridian Office,"1901 Front St., Suite A, Meridian, MS 39301",6016936681,6016931801
Mississippi,MS,3,Gregg Harper,Pearl Office,"2507-A Old Brandon Rd., Pearl, MS 39208",6019322410,6019324647
Mississippi,MS,3,Gregg Harper,Starkville Office,"The Mill at Mississippi State, 600 Russell St., Suite 160, Starkville, MS 39759",6623240007,6623240033
Mississippi,MS,4,Steven Palazzo,"Washington, D.C. Office","331 Cannon House Office Building, Washington, DC 20515",2022255772,
Mississippi,MS,4,Steven Palazzo,Biloxi Office,"970 Tommy Munro Drive, Suite D, Biloxi, MS 39532",2288647670,2288643099
Mississippi,MS,4,Steven Palazzo,Pascagoula Office,"3118 Pascagoula St., Suite 181, Pascagoula, MS 39567",2282028104,2282028105
Mississippi,MS,4,Steven Palazzo,Hattiesburg Office,"641 Main Street, Suite 142, Hattiesburg, MS 39401",6015823246,6015823452
Missouri,MO,1,"William ""Lacy"" Clay, Jr.","Washington, D.C. Office","2428 Rayburn House Office Building, Washington, DC 20515",2022252406,2022263717
Missouri,MO,1,"William ""Lacy"" Clay, Jr.",Florissant Office,"1281 Graham Rd, Suite 202, Florissant, MO 63031",3143835240,3143838020
Missouri,MO,1,"William ""Lacy"" Clay, Jr.",St. Louis Office,"111 S. 10th Street, Suite 24.344, St. Louis, MO 63102",3143671970,3143671341
Missouri,MO,1,"William ""Lacy"" Clay, Jr.",St. Louis Office,"6830 Gravois, St. Louis, MO 63116",3146699393,3146699398
Missouri,MO,2,Ann Wagner,"Washington, D.C. Office","435 Cannon House Office Building, Washington, DC 20515",2022251621,
Missouri,MO,2,Ann Wagner,Ballwin Office,"301 Sovereign Court, Suite 201, Ballwin, MO 63011",6367795449,
Missouri,MO,3,Blaine Luetkemeyer,"Washington, D.C. Office","2440 Rayburn House Office Building , Washington, D.C. 20515",2022252956,2022255712
Missouri,MO,3,Blaine Luetkemeyer,Jefferson City Office,"2117 Missouri Boulevard, Jefferson City, Mo., 65109 ",5736357232,5736358347
Missouri,MO,3,Blaine Luetkemeyer,"Washington, Mo. Office","516 Jefferson Street, Washington, MO 63090",6362392276,6362390478
Missouri,MO,3,Blaine Luetkemeyer,Wentzville Office,"113 East Pearce Boulevard, Wentzville, Mo., 63385",6363277055,
Missouri,MO,4,Vicky Hartzler,"Washington, D.C. Office","2235 Rayburn HOB, Washington, DC 20515",2022252876,2022250148
Missouri,MO,4,Vicky Hartzler,Columbia Office,"2415 Carter Lane, Suite 4, Columbia, MO 65201",5734429311,5734429309
Missouri,MO,4,Vicky Hartzler,Harrisonville Office,"1909 North Commercial Street, Harrisonville, MO 64701",8168843411,8168843163
Missouri,MO,4,Vicky Hartzler,Lebanon Office,"219 North Adams Street, Lebanon, MO 65536",4175325582,4175323886
Missouri,MO,5,"Emanuel Cleaver, II","Washington, D.C. Office","2335 Rayburn HOB, Washington, DC 20515",2022254535,2022254403
Missouri,MO,5,"Emanuel Cleaver, II",Higginsville Office,"1923 Main St., Higginsville, MO 64037",6605847373,6605847227
Missouri,MO,5,"Emanuel Cleaver, II",Independence Office,"211 West Maple Avenue, Independence, MO 64050",8168334545,8168332991
Missouri,MO,5,"Emanuel Cleaver, II",Kansas City Office,"101 W. 31 Street, Kansas City, MO 64108",8168424545,8164715215
Missouri,MO,6,Sam Graves,"Washington, D.C. Office","1415 Longworth HOB, Washington, DC 20515",2022257041,2022258221
Missouri,MO,6,Sam Graves,Hannibal Office,"906 Broadway, PO Box 364, Hannibal, MO 63401",5732213400,
Missouri,MO,6,Sam Graves,Kansas City Office,"11724 NW Plaza Circle, Suite 900, Kansas City, MO 64153",8167923976,8167920694
Missouri,MO,6,Sam Graves,St. Joseph Office,"411 Jules Street, Room 111, St. Joseph, MO 64501",8167490800,8167490801
Missouri,MO,7,Billy Long,"Washington, D.C. Office","1541 Longworth HOB, Washington, DC 20515",2022256536,2022255604
Missouri,MO,7,Billy Long,Springfield Office,"3232 E. Ridgeview St., Springfield, MO 65804",4178891800,4178894915
Missouri,MO,7,Billy Long,Joplin Office,"2727 E. 32nd St. Ste. 2, Joplin, MO 64804",4177811041,4177812832
Missouri,MO,8,Jason Smith,"Washington, D.C. Office","1118 Longworth House Office Building, Washington, DC 20515",2022254404,2022260326
Missouri,MO,8,Jason Smith,Cape Girardeau Office,"2502 Tanner Drive, Suite 205, Cape Girardeau, MO 63703",5733350101,5733351931
Missouri,MO,8,Jason Smith,Farmington Office,"P.O. Box 1165, Farmington, MO 63640",5737569755,5737569762
Missouri,MO,8,Jason Smith,Poplar Bluff Office,"2725 North Westwood Blvd, Suite 5A, Poplar Bluff, MO 63901",,
Missouri,MO,8,Jason Smith,West Plains Office,"35 Court Square, Suite 300, West Plains, MO 65775",4172551515,4172552009
Missouri,MO,8,Jason Smith,Rolla Office,"830A S. Bishop, Rolla, MO 65401",5733642455,5733641053
Montana,MT,0,Ryan Zinke,"Washington, D.C. Office","113 Cannon House Office Building, Washington, DC 20515",2022253211,2022255687
Montana,MT,0,Ryan Zinke,Billings Office,"222 North 32nd Street, Suite 900, Billings, MT 59101",4069691736,4067021182
Montana,MT,0,Ryan Zinke,Great Falls Office,"710 Central Ave, Great Falls, MT 59401",4069521210,4069521211
Montana,MT,0,Ryan Zinke,Helena Office,"910 N. Last Chance Gulch, Suite B, Helena, MT 59601",4065021435,4065021436
Montana,MT,0,Ryan Zinke,Missoula Office,"1008 South Avenue, Suite 2, Missoula, MT 59801",4065404370,4065404371
Nebraska,NE,1,Jeff Fortenberry,"Washington, D.C. Office","1514 Longworth House Office, Washington, DC 20515",2022254806,2022255686
Nebraska,NE,1,Jeff Fortenberry,Fremont Office,"P.O. Box 377, 641 N. Broad Street, Fremont, NE 68026",4027270888,
Nebraska,NE,1,Jeff Fortenberry,Lincoln Office,"301 South 13th Street, Suite 100, Lincoln, NE 68508",4024381598,4024381604
Nebraska,NE,1,Jeff Fortenberry,Norfolk Office,"506 West Madison Avenue, Suite 2, Norfolk, NE 68701",4023792064,
Nebraska,NE,2,Don Bacon,"Washington, DC Office","1516 Longworth House Office Building, Washington, DC 20515",2022254155,
Nebraska,NE,2,Don Bacon,Omaha Office,"13906 Gold Circle, Suite 101, Omaha, NE 68144",8882217452,
Nebraska,NE,3,Adrian Smith,"Washington, D.C. Office","2241 Rayburn HOB, Washington, DC 20515",2022256435,2022250207
Nebraska,NE,3,Adrian Smith,Grand Island Office,"1811 West Second Street, Suite 275, Grand Island, NE 68803 ",3083843900,
Nebraska,NE,3,Adrian Smith,Scottsbluff Office,"416 Valley View Drive, Suite 600, Scottsbluff, NE 69361 ",3086336333,3086336335
Nevada,NV,1,Dina Titus,"Washington, D.C. Office","401 Cannon House Office Building, Washington, DC 20515",2022255965,
Nevada,NV,1,Dina Titus,Las Vegas Office,"550 East Charleston Blvd., Suite B, Las Vegas, NV 89104",7022209823,
Nevada,NV,2,Mark Amodei,"Washington, D.C. Office","332 Cannon House Office Building, Washington, DC 20515",2022256155,2022255679
Nevada,NV,2,Mark Amodei,Reno Office,"5310 Kietzke Lane, Suite 103, Reno, NV 89511",7756865760,7756865711
Nevada,NV,2,Mark Amodei,Elko Office,"905 Railroad Street, Suite 104 D, Elko, NV 89801",7757777705,7757539984
Nevada,NV,3,Jacky Rosen,"Washington, DC Office","413 Cannon House Office Building, Washington, DC 20515",2022253252,
Nevada,NV,3,Jacky Rosen,Las Vegas Office,"8872 S Eastern Ave, Suite 210/220, Las Vegas, NV 89123",,
Nevada,NV,4,Ruben Kihuen,"Washington, DC Office","313 Cannon HOB, Washington, DC 20515",2022259894,
Nevada,NV,4,Ruben Kihuen,North Las Vegas Office,"2250 N Las Vegas Blvd, Suite 500, North Las Vegas, NV 89030",,
New Hampshire,NH,1,Carol Shea-Porter,"Washington, DC Office","1530 Longworth House Office Building, Washington, DC 20515",2022255456,
New Hampshire,NH,1,Carol Shea-Porter,Dover Office,"660 Central Ave, Dover, NH 03820",8882165373,
New Hampshire,NH,2,Ann McLane Kuster,"Washington, D.C. Office","137 Cannon House Office Building, Washington, DC 20515",2022255206,2022252946
New Hampshire,NH,2,Ann McLane Kuster,Concord Office,"18 North Main Street, Fourth Floor, Concord, NH 03301",6032261002,6032261010
New Hampshire,NH,2,Ann McLane Kuster,Nashua Office,"70 East Pearl Street, Nashua, NH 03060",6035952006,6035952016
New Hampshire,NH,2,Ann McLane Kuster,North Country Office,"33 Main Street, Suite 202, Littleton, NH 03561",6034447700,
New York,NY,1,Lee Zeldin,"Washington, D.C. Office","1517 Longworth House Office Building, Washington, DC 20515",2022253826,2022253143
New York,NY,1,Lee Zeldin,Main District Office,"31 Oak Street, Suite 20, Patchogue, NY 11772",6312891097,6312891268
New York,NY,1,Lee Zeldin,East End Office,"30 West Main Street, Suite 201, Riverhead, NY 11901",6312094235,
New York,NY,2,Pete King,"Washington, D.C. Office","339 Cannon House Office Building, Washington, DC 20515",2022257896,2022262279
New York,NY,2,Pete King,Massapequa Park District Office,"1003 Park Boulevard, Massapequa Park, NY 11762",5165414225,5165416602
New York,NY,3,Thomas Suozzi,"Washington, DC Office","226 Cannon House Office Building, Washington, DC 20515",2022253335,
New York,NY,3,Thomas Suozzi,Huntington Office,"478A Park Avenue, Huntington, NY 11743",6319234100,
New York,NY,4,Kathleen Rice,"Washington, D.C. Office","1508 Longworth H.O.B., Washington, DC 20515",2022255516,2022255758
New York,NY,4,Kathleen Rice,District Office,"300 Garden City Plaza, Suite 200 Garden City, NY 11530",5167393008,5167392973
New York,NY,5,Gregory W. Meeks,"Washington, D.C. Office","2234 Rayburn HOB, Washington, DC 20515",2022253461,2022264169
New York,NY,5,Gregory W. Meeks,The Rockaway Peninsula District Office,"67-12 Rockaway Beach Boulevard, Arverne, NY 11692",3472304032,3472304045
